name,longitude,latitude,price,streetAddress,postcode,house_type
Very Large Two Bedroom - Columbia University Area,-73.959267,40.815346,"$2,800 ","31 Tiemann Place, 31",10027,Apartment
"Rent Stab, Elevator, Laundry, Renovated, King Size BR, Outdoor Space",-73.934266,40.855581,"$1,950 ",Bennett Avenue,10040,Apartment
NO BROKER FEE - Astoria Gem w/ Gorgeous Master,-73.924854,40.758551,"$2,800 ",34th St,11106,Apartment
3 Bedroom Ridgewood Queens,-73.8961,40.7036,"$2,100 ",6091 Putnam Street,11385,Apartment
No Fee! Luxurious Large 1.5 Bed 1 Bath + Private Balcony! Kensington,-73.97202,40.633902,"$2,395 ",ocean parkway,11230,Apartment
massive 3bed 1 bath no fee!!!!,-73.9274,40.6907,"$2,350 ",1346 myrtle,11221,Apartment
近地鐵Sunnyside nice 2beds  Apt for rent,-73.9216,40.7436,"$1,800 ",40st,11104,Apartment
Bright and beautiful 2 bed / 2 bath! Don't wait to call us home!,-73.813752,41.051977,"$3,295 ",290 E Main St.,10523,Apartment
"Sunny, newly renovated 1 BR apartment in central Harlem",-73.938611,40.810512,"$1,780 ",4 East 132nd Street,10037,Apartment
NO FEE! Brand New 2Bed 1Bath W/Laundry in unit! Close to Franklin Ave!,-73.948878,40.675217,"$2,495 ",st marks ave,11216,Apartment
近地�?Elmhurst nice 1 Bedroom with private balcony for rent,-73.8776,40.7351,"$1,800 ",90st,11373,Apartment
"Swanky 4 bed, Bright, queen beds, outdoor space! Trendy location",-73.927588,40.701762,"$2,650 ",Troutman st,11247,Apartment
Spacious 2 Bedroom Apt,-73.9099,40.8316,"$1,800 ",,10456,Apartment
1 Bedroom Upper East Side Apt with Backyard! Price Reduction!,-73.950659,40.773181,"$1,743 ",81st Street,10028,Apartment
Priced Below Market---Luxury Studio---Must See Won't Last!,-73.955487,40.74588,"$2,100 ",,11109,Apartment
Lease for Takeover,-73.949028,40.690145,"$1,850 ",640 Lafayette Avenue,11216,Apartment
huge 2 bed plus office prime bushwick !!!,-73.928222,40.698436,"$2,350 ",115 Suydam,11221,Apartment
NO FEE! Beautiful 1Bed/1Bath in Prime Prospect Lefferts Gardens!,-73.959618,40.661033,"$2,095 ",lincoln road,11225,Apartment
"Brand New Beautiful 3 Bed 1 Bath with Laundry in Building! B,Q,2,5",-73.958791,40.661131,"$2,895 ",lincoln road,11225,Apartment
APARTAMENTO TOTALMENT RENOVADO,-73.9211,40.6784,"$1,550 ",,11233,Apartment
2BR BASEMENT APT EVERYTHING INCLUDED BRAND NEW!!!!,-73.94347,40.617385,"$1,500 ",Avenue N,11210,Apartment
European charm. Awesome location.,-73.9345,40.7446,"$2,300 ",,11101,Apartment
近地鐵Sunnyside nice 1bed apt or 2beds no living room for rent,-73.9216,40.7436,"$1,800 ",43st,11104,Apartment
洗衣烘乾�?Flushing 2bed 2bath apt for rent,-73.8241,40.7667,"$2,200 ",142st,11354,Apartment
Apartment for rent,-73.9563,40.7095,$2 ,,11211,Apartment
NO FEE 2.5BR PLUS EXTRA ROOM FOR OFFICE,-73.941463,40.6772,"$2,450 ",Pacific Street,11213,Apartment
Crown Heights 3BR $2300 Walk To Trains,-73.933553,40.672515,"$2,300 ",Schenectady Avenue,11213,Apartment
FLATLANDS NO FEE 3BR WITH 2 FULL BATH,-73.919543,40.631471,"$2,700 ",Flatlands,11236,Apartment
look !!!!! large Flex 2 bedroom prime Gramercy no fee  and more no fee,-73.9781,40.7443,"$3,000 ",,10016,Apartment
Simply breath-taking! Beautifully designed 1 BR/1 BA - just for you,-73.902845,40.936044,"$1,829 ",20 Water Grant St,10702,Apartment
"@ Renovated 2bed/1bath Apt w/i ""HEAT"" incld. + Pets o.k. @",-73.804862,40.73494,"$1,700 ",164th St,11365,Apartment
Washington Heights *Large 1BR - Elevator / New Bathroom / No Fee,-73.9393,40.8416,"$1,650 ",,10032,Apartment
NO FEE!! Under-priced Rent Stabilized 3 bedroom**!,-73.96217,40.675203,"$2,900 ",Park Pl,11238,Apartment
*No Fee* Gorgeous HUGE 1 Bed 1 Bath in <3 of Sunnyside* Pet Friendl,-73.949854,40.715439,"$2,300.00 ",47-09 SKILLMAN AVE.,11211,Apartment
No Fee & 1 Month Free* Renovated 1 Bed Apt in Astoria Near N &,-73.92594,40.7636,"$1,955.00 ",31-49 29TH ST.,11106,Apartment
No Fee & 2 Months Free* Renovated 2 Bed <3 of Astoria *Near N &,-73.92571,40.7692,"$2,158.00 ",23-15 30TH AVE.,11102,Apartment
No Fee* Renovated Sunny 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,"$1,814.00 ",25-21 31ST AVE.,11102,Apartment
No Fee & 1 Month Free* Renovated JR 1 Bedroom Near N & W Train,-73.92544,40.76566,"$1,660.00 ",25-21 31ST AVE.,11102,Apartment
🚫 NO FEE 🚫 2BR Apt in Park Slope with WASHER DRYER by Barclays,-73.9828,40.6669,"$3,000 ",,11215,Apartment
*No Fee & 2 Months Free*  2 Bedroom in <3 of ASTORIA,-73.90671,40.77371,"$2,206.00 ",21-80 38TH ST.,11105,Apartment
BEAUTIFUL NEWLY RENOVATED ONE BEDROOM APARTMENT IN MIDDLE VILLAGE,-73.8792,40.7173,"$1,850 ",,11379,Apartment
NO FEE $2200 3BR Park Slope South /Greenwood Industry City Sunset Park,-73.997429,40.661036,"$2,200 ",24th Street,11232,Apartment
"NEW MIDSIZE TWO BED..2,3,4,5,B,Q TRAIN..RENOVATD ..ELEVATR..GRAND ARMY",-73.966742,40.67459,"$2,200 ",Underhill Ave,11238,Apartment
No fee!!- Beautifully updated!  H/W included- By the J/M/L lines,-73.9563,40.7095,"$2,625 ",,11211,Apartment
"NeW MIDSIZE TWO BED..S,C,2,3,4,5,B,Q TRAIN..RENOVATD.. ELEVATR..VIEW..",-73.958459,40.675403,"$1,950 ",Prospect pl,11238,Apartment
NEW HUGE LOFTY 2 BED.. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.959811,40.692369,"$2,650 ",Taafe  pl,11205,Apartment
NEW LaRGE LOFTY STUDIO .. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.958759,40.691916,"$1,600 ",Kent Ave,11205,Apartment
NO FEE $2200 3BR Park Slope South /Greenwood Industry City Sunset Park,-73.997429,40.661036,"$2,200 ",24th Street,11232,Apartment
@ 2Fl 4bed/1bath Apt + Subway (E/ F/ M/ R) nearby @,-73.874361,40.74016,"$2,200 ",50th Ave,11373,Apartment
"@ 2Fl spacious 1bed/1bath Apt w/i ""almost All Utilities"" incld. @",-73.889016,40.735231,"$1,500 ",51st Dr,11373,Apartment
"@ Renovated 2bed/1bath Apt w/i ""almost All Utilities"" incld. @",-73.749706,40.753758,"$1,450 ",57th Rd,11364,Apartment
No fee!-Totally Redone DUPLEX Loft!-High ceilings!- By the waterfront!,-73.9563,40.7095,"$2,475 ",,11211,Apartment
C-PICTURES _2BR-KING SIZE at HEART OF BROADWAY-36ST,-73.921337,40.760293,"$2,100 ",BROADWAY,11103,Apartment
"ASTORIA  2BR $1,975  LARGE & SUNLIGHT @30th Ave-33street",-73.919778,40.766152,"$1,975 ",30th Avenue,11102,Apartment
LIVE IN A NEW DELUXE  1BR \ WASHER-DRYER BROADWAY-38ST,-73.919835,40.759448,"$1,900 ",BROADWAY,11103,Apartment
3 BEDROOM APARTMENT AVAILABLE! CALL LANDLORD! a516a457a7304,-73.9211,40.6784,"$2,350 ",Sackman,11233,Apartment
NEW 1BR  PET=OK _MANHATTAN VIEW 3Oth Ave-34th Street,-73.918986,40.765771,"$1,675 ",30th Avenue,11103,Apartment
No fee!- Redone LOFT Building- DUPLEX layout- Williamsburg Waterfront!,-73.9563,40.7095,"$2,795 ",,11211,Apartment
Classic Pre-war 1 Br* Prime Astoria* Elevator *Cats Ok,-73.926,40.771,"$1,680 ",34th Street,11102,Apartment
EXPOSED BRICK 1BR LOFT $165O by NYSPORTS CLUB GYM 3OAVE-38ST,-73.915737,40.764389,"$1,650 ",30th Avenue,11103,Apartment
CORNER 1BR DOG=OK  30th Ave-33st  Rent Stabilized Building,-73.919778,40.766152,"$1,750 ",30th Avenue,11102,Apartment
No fee- 1 in a kind Triplex loft!- Unconventional Look- Near J/M/L,-73.9436,40.7012,"$2,795 ",,11206,Apartment
NO FEE!! Modern 2 bed/2 bath with stunning view in South Slope!,-73.9828,40.6669,"$3,695 ",,11215,Apartment
"Renovated 2 bedroom, 1 bath, original hard wood floors",-73.9573,40.7278,"$2,500 ",81 calyer street,11222,Apartment
Luxury Building 1 BR / 1 BATH Now Offering 2 Months Free,-73.9498,40.7272,"$2,350 ",Box Street,11222,Apartment
"Amazing Corner 1 Bedroom, 42nd Floor, View of East and Hudson Rivers",-73.9967,40.7484,"$5,200 ",31st st,10116,Apartment
Spacious 1 bed apt,-73.928182,40.819177,$950 ,555 Walton Ave,10451,Apartment
Spacious 3 BD / 2 BATH Now Offering 1 Month Free!!,-73.939297,40.701024,"$2,800 ",Fayette Street,11206,Apartment
Luxury 1 BR/1 BATH Now Offering 2 Months Free,-73.958292,40.679831,"$2,100 ",Atlantic Avenue,11238,Apartment
Sundrenched 1 BR/1 BTH With Spacious Living Room and Bedroom!,-73.960006,40.688881,"$2,291 ",Lafayette Avenue,11205,Apartment
"BROWNSTONE 2 BED DUPLEX W/ PRIVATE GARDEN & LAUNDRY: $3600, NO FEE",-73.97835,40.682705,"$3,600 ",dean st,11217,Apartment
"One bedroom, Bushwick Ave",-73.894,40.6705,"$2,300 ",,11207,Apartment
SPECTUCULAR CITY VIEW=TOP FLOOR==GREAT LIGHTING==OAK WOOD FLOOR==,-74.0163,40.7105,"$2,590 ",,10045,Apartment
**Fabulous Under-Price 1.5 bedroom in the heart of Prospect Heights!**,-73.963673,40.676814,"$2,000 ",Washington ave,11238,Apartment
***BRAND NEW**MEGA JR 1 BR/ALC STU**1 BA**24DM**GYM**RF-DECK***W/D*GAM,-73.997821,40.7615,"$2,100 ",West 43rd Street,10036,Apartment
**LIVE LIKE THE WOLF OF WALL STREET***STUDIO 1 BA**24HR DM**ELVTR**LAU,-74.010676,40.707116,"$1,800 ",Wall Street,10005,Apartment
no broker fee!! LARGE RENOVATED STUDIO** LUXURY 24HR DM BUILDING**GYM*,-73.9781,40.7443,"$1,995 ",5th ave,10016,Apartment
**LUXURY**UES***3 BR 2 BA**24HR DM**ELVTR**SUNDECK**FREE GYM**POOL**ST,-73.947584,40.783571,"$2,850 ",E 95th St,10128,Apartment
***LUX**MUST SEE**2BR 1BA**24HR DM**GYM**ROOF-DECK**POOL**STEPS TO EXP,-73.947584,40.783571,"$2,200 ",E 95th St,10128,Apartment
Renovated 2BR on 44th Street near 7 subway!,-73.920779,40.742217,"$1,900 ",44th Street,11104,Apartment
Renovated Winged-2BR in Chinatown!,-73.997719,40.715357,"$1,700 ",Bayard Street,10090,Apartment
3 bedroom for rent****ALL UTILITIES INCLUDED**,-73.8716,40.8295,"$2,300 ",,10472,Apartment
1 bedroom for rent ***1550***,-73.8602,40.8434,"$1,550 ",,10462,Apartment
Cozy 2 bedroom Marble Hill west 227th street,-73.9067,40.8798,"$1,900 ",,10463,Apartment
3 bedroom with LIGHT AND GAS INCLUDED,-73.8716,40.8295,"$2,300 ",,10472,Apartment
***1 bedroom for rent***,-73.8602,40.8434,"$1,650 ",,10462,Apartment
NO FEE **BEAUTIFUL 3 QUEEN SIZE BD/2 FULL BATHS**APT IN BUSHWICK,-73.911637,40.685796,"$2,383 ",bushwick,11233,Apartment
2 br apt in Hudson/Washington Heights,-73.939638,40.850188,"$2,310 ",Pinehurst Ave,10033,Apartment
HUNTERS POINT.Long Island City,-73.955004,40.743014,"$3,300 ",50th Ave.,11109,Apartment
"One BR, QUEENS PLAZA, Long Island City",-73.937151,40.751025,"$1,800 ",,11101,Apartment
QUEENS PLAZA/2br/ Long Island City,-73.93683,40.750846,"$2,350 ",,11101,Apartment
"No Fee - Amazing 2 Bedroom, 1 Bath Home For Rent",-73.981354,40.722771,"$2,700 ",East 4th Street,10002,Apartment
Bright Spacious 2 Bedroom in 30th ave Astoria!,-73.918986,40.765771,"$2,199 ",34th st,11103,Apartment
Beautiful Bright Spacious 2 Bedroom!,-73.932002,40.760407,"$2,499 ",24th street,11106,Apartment
Beautiful Spacious Furnished 2 Bedroom!,-73.92538,40.76197,"$1,999 ",31st,11106,Apartment
Bright Spacious 2 Bedroom in 30th ave Astoria!,-73.918986,40.765771,"$2,299 ",34th st,11103,Apartment
NO FEE STUDIO APT Columbia Univ 5min,-73.954966,40.810064,"$1,575 ",West 123 Street,10027,Apartment
Guarantee Best Price Manhattan STUDIO APT You Will Not Find Cheaper,-73.951853,40.82451,"$1,375 ",West 142 Street,10031,Apartment
"BEAUTIFUL RENOVATED TRUE 4BR APT! DISHWASHER! MICROWAVE! TRAINS 1,A,C!",-73.933804,40.850063,"$2,400 ",west 182 st,10040,Apartment
$1800 Bright Spacious 1 Bedroom in Ditmars Blvd!,-73.913072,40.777803,"$1,799 ",27th street,11105,Apartment
Bright Spacious 1 Bedroom in 30th ave Astoria!,-73.918986,40.765771,"$1,799 ",34th st,11103,Apartment
$1699 Bright Spacious 1 Bedroom in Woodside!,-73.89886,40.748801,"$1,699 ",64th street,11377,Apartment
Priced Below Market---Luxury Studio---Must See Won't Last!,-73.955487,40.74588,"$2,100 ",,11109,Apartment
Apartment by the beach,-73.8428,40.5766,"$2,900 ",Ocean Grande at Beach 116th,11694,Apartment
Newly renovated gem of an apartment with private backyard and patio.,-73.940076,40.709102,"$3,000 ",Scholes St,11211,Apartment
No Fee Columbia Med. TRUE 2 bed with ELEV/LAUNDRY,-73.942366,40.844788,"$2,195 ",,10032,Apartment
Prime w70s Garden 1BR Apartment! Laundry DW- NO FEE,-73.9827,40.7764,"$2,495 ",,10023,Apartment
"Huge, bright, no-fee studio!",-73.984133,40.696015,"$1,850 ",Duffield,11256,Apartment
Confortable and Spacious apt •�?great location-near train E&F•�?-73.8111,40.7029,"$1,725 ",,11435,Apartment,
"BEAUTIFUL RENOVATED TRUE 4BR APT! DISHWASHER! MICROWAVE! TRAINS 1,A,C!",-73.933804,40.850063,"$2,400 ",west 182 st,10040,Apartment
LARGE 1&½ Bedroom NO FEE!,-73.913376,40.761262,"$2,200 ",43 street,11103,Apartment
LARGE 2 Bedroom NO FEE!,-73.913569,40.761171,"$2,300 ",43 Street,11103,Apartment
HOUSE+2BDRM1BATH+1FLIGHTUP+HEATHOTWATERGAS+ELECTRICRDY2GOCLICKWOWPRIME,-73.9475,40.6011,"$2,000 ",east 27th,11229,Apartment
Spacious 2 bdrm near beautiful Hamilton Park,-74.0469,40.7221,"$2,300 ","475 Monmouth Street, Apt # 2",7302,Apartment
♥Prime Location �?Beautiful Studio �?W/D �?A/C Train.,-73.949647,40.678963,"$1,695 ",Herkimer,11216,Apartment
♥Prime Location �?Beautiful 2Bd Duplex�?W/D �?Private Back Yard,-73.924245,40.678287,"$2,600 ",Herkimer,11233,Apartment
♥Beautiful 1 Bedroom♥Great Location♥Queen Size Bedroom�?Rooftop #9,-73.93448,40.697153,"$2,170 ",Myrtle,11221,Apartment
🌼Beautiful 2Bd+Office Space 🌼 Prime Location 🌼 W/D🌼 #8,-73.946818,40.679485,"$2,360 ",Herkimer,11216,Apartment
🌼Beautiful 1Bd 🌼 Prime Location 🌼 Central A/C🌼 W/D🌼Back Yard #2,-73.955476,40.674894,"$2,300 ",Franklin Ave,11238,Apartment
NO FEE!! 3 bedroom 2 bathroom with washer/dryer in unit and backyard!!,-73.918,40.7006,"$2,700 ",,11237,Apartment
Beautiful West Village Alcove Studio 1 block from water,-74.008634,40.732643,"$2,800 ",Christopher St,10014,Apartment
NO FEE!!  Truly amazing spacious 3 Br!!,-73.902678,40.710483,"$2,300 ",60th place,11237,Apartment
Spacious Studio with yard access!!,-73.927049,40.699159,"$1,300 ",Central Ave,11221,Apartment
Great location spacious 1 bedroom no fee,-73.9644,40.679,"$2,150 ",,11238,Apartment
2 bed with private roof terrace no fee great location,-73.960595,40.682162,"$2,350 ",fulton st,11238,Apartment
3br 1bath apt,-73.6554,40.604,"$2,750 ",,11558,Apartment
***NO FEE New Rochelle Beautiful Renovated 1 Bedrm Apt***,-73.781,40.9002,"$1,895 ",Franklin Ave,10805,Apartment
NO FEE! LARGE 1BR ~Dman ~NEWLY RENOVATED ~GREAT CLOSETS,-73.9511,40.7816,"$2,600.00 ",,10128,Apartment
Garden Apartment,-73.9274,40.6907,"$1,750 ",,11221,Apartment
"Spacious 3 bedroom apartment in Garfield, NJ - minutes from NYC",-74.1081,40.8789,"$2,000 ",62 Maitland Place,7026,Apartment
2 BEDROOM - HIGH END RENOVATION  - STEPS FROM TRANSPORTATION,-73.9216,40.7436,"$2,400 ",,11104,Apartment
"Studio, 1, 2, 3, 4, 5 BR  *** NEW and CLEAN ***",-74.011343,40.650282,"$1,395 ",45th Street,11232,Apartment
THIS IS A GORGEOUS 1&1/2 BDRM APARTMENT WITH A WASHER &DRYER,-73.9666,40.6924,"$2,500 ",Washington Avenue,11205,Apartment
**BEAUTY IN THE HEART OF CHELSEA**  **STUDIO W/WASHER/DRYER**,-74.0022,40.746258,"$2,075.00 ",415 W 22 ST.,10011,Apartment
"Sunny, Quiet Top-Floor 4 Bedroom Apartment",-73.914563,40.698327,"$2,900 ",302 Linden Street,11237,Apartment
Perfect Lux 1 Bd w/ Doorman & Amenities - Prime Williamsburg,-73.952051,40.71667,"$3,150 ",544 union ave,11211,Apartment
1bedroom/1bathroom,-73.9069,40.745,"$1,700 ",59th,11377,Apartment
"1 bdr plus office room, close to M and L Trains ►◄►◄",-73.912608,40.706143,"$1,850 ",1815 harman st,11237,Apartment
Spacious 1 bedroom 1 bath in luxury Hell's Kitchen building,-73.992097,40.770591,"$3,167 ",625 W 57th street,10019,Apartment
Spacious Studio in South Harlem,-73.946571,40.808183,"$1,600 ",,10026,Apartment
"Beautiful 2 bd, 1.5 bath in 70s UWS No fee",-73.9827,40.7764,"$3,725 ",,10023,Apartment
Furnished beautiful house with water view,-73.5435,41.0888,"$3,900 ",83 Hastings Lane,6905,Apartment
1 BEDROOM WITH TERRACE NEXT TRAIN STATION,-73.778516,40.910831,"$1,895 ",Franklin Ave,10802,Apartment
Luxury Building in Downtown BK! w/d in unit! GYM! Shared Garden! Baske,-73.98252,40.691254,"$4,065.00 ",,11256,Apartment
Beautiful 2 bed 1 bath newly renovated in Williamsburg,-73.939401,40.707697,"$2,300 ",237 montrose,11206,Apartment
1 large BEAUTIFUL beroom! NO FEE! GREAT LOCATION! LUXURY,-73.98033,40.688473,"$2,595.00 ",,11245,Apartment
2 Bedroom Apartment $1450,-73.774073,40.691475,"$1,450 ",115-02 175th Street,11412,Apartment
Bright & Sunny 1 Bdrm Apt in Luxury Doorman Building,-73.967954,40.680189,"$3,850 ",550 Vanderbilt AVe,11238,Apartment
Beautiful LUX BUILDING! GREAT LOCATION! VIEW TODAY!,-73.98363,40.688694,"$3,967.00 ",,11245,Apartment
"Renovated 4 Bed, 1.5 Bath in Prime Bushwick!",-73.918,40.7006,"$3,000 ",,11237,Apartment
Nicest Renovated 3 Bed in All of Bushwick!!,-73.918,40.7006,"$2,600 ",,11237,Apartment
Rare 2 Bed Available in Luxury Building in Downtown Brooklyn,-73.9903,40.694,"$3,400 ",,11241,Apartment
"Newly Renovated 3 Bed, 2 Bath in Ridgewood",-73.8961,40.7036,"$2,700 ",,11385,Apartment
High End Affordable 1 Bed in Flatbush,-73.957,40.6467,"$1,900 ",,11226,Apartment
Private room in Bed-Stuy/Clinton Hill area�?absolute steal of an apart,-73.9644,40.679,$850 ,,11238,Apartment
Huge Alcove Studio in Doorman Building- Gramercy,-73.984934,40.736376,"$2,825 ",19th St,10010,Apartment
Beautiful spacious studio in LUXURY BUILDING! DOWNTOWN BK!,-73.98363,40.688694,"$1,959.00 ",,11245,Apartment
1 BEDROOM! DOWNTOWN BK/ FORTGREENE! LUXURY! AMAZING  VIEWS! NO FEE!,-73.97837,40.687782,"$3,045.00 ",,11217,Apartment
Sunny 2br right next to Prospect Park,-73.959746,40.67282,"$1,900 ",559 St John's Pl,11238,Apartment
1 BEDROOM! DOWNTOWN BK/ FORTGREENE! LUXURY! AMAZING  VIEWS! NO FEE!,-73.97837,40.687782,"$3,045.00 ",,11217,Apartment
Sunny Spacious Ridgewood 2 BR next to L&M,-73.8961,40.7036,$995 ,Woodbine st,11385,Apartment
"Large apt 1 block to train, sun in all rooms, big living room",-73.907563,40.693524,"$2,095 ",1319 Halsey,11237,Apartment
"Sunny 3br in CH, dishwasher+heat/hw included",-73.949901,40.676252,"$2,200 ",609 Nostrand,11216,Apartment
3 bd apt in Bay Ridge - no fee,-74.022638,40.629486,"$2,500 ",Bay Ridge Parkway,11209,Apartment
"2br + office in Bed Stuy fly, sun in all rooms",-73.949661,40.687124,"$2,000 ",301 Quincy,11216,Apartment
42nd st. Tudor City Studio - FULLY FURNISHED - 1 year lease only,-73.9707,40.7517,"$1,650 ",,10017,Apartment
Very spacious 3 bed apartment available in Bushwick,-73.912273,40.683935,"$2,249 ",Decatur St,11233,Apartment
Beautiful/spacious 4 bedroom apartment in Bushwick,-73.917791,40.69146,"$2,299 ",Woodbine st.,11221,Apartment
Dope 3 Bed Near the Park! No Fee!,-73.924266,40.70146,"$2,300 ",Suydam St.,11247,Apartment
Looking for the ideal 2 bed / 1 bath? Check out Residences on Bedford!,-73.5435,41.0888,"$2,003 ",1425 Bedford Street Welcome Center,6905,Apartment
New 2 Bed/2 Bath! No Fee!,-73.937398,40.699345,"$2,350 ",Locust St.,11206,Apartment
Rad Cheap 2 Bed/2 Bath! No Fee!,-73.923082,40.6992,"$2,000 ",Wilson Ave.,11237,Apartment
Great location! Nice 1 br apartment exposed brick walls,-73.955294,40.67502,"$1,850 ",Prospect PL,11238,Apartment
Cheap 2 Bed in Prime Bushwick! No Fee!,-73.926891,40.703667,"$2,000 ",Jefferson St.,11247,Apartment
1BED/1BATH AT PROSPECT PARK --1 PARKING SPOT INCLUDED*****************,-73.539,41.0531,"$1,699 ",,6904,Apartment
Big Rad 2 Bed at DeKalb L! No Fee!,-73.917925,40.704538,"$2,100 ",Stockholm St.,11237,Apartment
Prime Location*No Broker Fee*Pet Friendly*Sunny 1Br Apt.*Elevator Bldg,-73.9683,40.7975,"$3,300 ",,10025,Apartment
"WILLIAMSBURG🌞MASSIVE NO FEE 3BR,2BA APT,LAUNDRY,CLOSETS,DEAL!🌞",-73.9563,40.7095,"$3,999 ",,11211,Apartment
NO FEE!! BEST DEAL🏡NICE APART. 4 BED🏡CALL TODAY🏡HEAT & HOT WATER INCLU,-73.9274,40.6907,"$2,499 ",,11221,Apartment
Charming 1 bed 1 bath in Heart of Chelsea,-73.9996,40.7402,"$2,625 ",,10113,Apartment
NO FEE!! *BEST DEAL🏡BEAUTIFUL APART. 3 BED🏡CALL TODAY🏡🏡MUST SEE,-73.8961,40.7036,"$2,300 ",,11385,Apartment
NO  FEE🏡BEAUTIFUL APART. 3 BED- 2 BATH🏡PET OK🏡LAUNDRY🏡VIDEO IN,-73.918,40.7006,"$2,450 ",,11237,Apartment
FOR RENT BEAUTIFUL 1 BR 1 bath,-73.84178,40.877721,"$1,750 ",3400 wickham ave,10469,Apartment
2 BDR 2 baths apartment for rent in downtown Peekskill,-73.923,41.2825,"$2,500 ",,10566,Apartment
1 Bedroom for Rent Walk to Port Chester Train!,-73.674137,41.005287,"$1,875 ",Westchester Ave,10573,Apartment
BED-STUY~NO FEE~NEWLY RENOVATED~EXPOSED BRICK~HEAT/HOT WATER INCLUDED~,-73.940989,40.679926,"$2,450.00 ",1509 Fulton Street,11216,Apartment
BUSHWICK~NO FEE!~NEWLY RENOVATED~HEAT & HOT WATER INCLUDED~J/M TRAINS~,-73.919196,40.693609,"$3,200.00 ",131 Linden St.,11221,Apartment
No Fee 1 Bed 1 Bath On-site parking Close to Train,-73.777634,40.900624,"$1,950 ",Pelham Rd,10805,Apartment
BUSHWICK~NO FEE~NEWLY RENOV~DUPLEX~BACKYARD~ROOFDECK~SPACIOUS~J/L TRAI,-73.910277,40.68599,"$3,000.00 ",1050 Decatur St.,11233,Apartment
NO FEE 1 Bedroom Rental Less than 3 minutes from Metro North!,-73.758892,40.931952,"$1,895 ",76 WENDT AVE,10538,Apartment
NO FEE 1 Bedroom Rental Less than 3 minutes from Metro North!,-73.758892,40.931952,"$2,065 ",76 WENDT AVE,10538,Apartment
"NO FEE 2 BEDROOM OSSINING, NY",-73.854789,41.166415,"$1,925 ",50 Croton Ave,10545,Apartment
"Park Slope Affordable Studio, Prospect Park, Methodist Hospital, 10/1",-73.982888,40.667469,"$1,625 ",9th Street,11215,Apartment
Private Outdoor Space! Spacious 2 Bedroom in Park Slope,-73.978887,40.665731,"$3,150 ",8th ave,11215,Apartment
2 Bedroom 2 Bath for Rent Walk to Port Chester Train!,-73.674137,41.005287,"$2,365 ",Westchester Ave,10573,Apartment
Laundry in Unit! Modern and Spacious 2 bedroom,-73.925436,40.682054,"$2,200 ",decatur,11233,Apartment
Amazing Amenities! Brand New Luxury 1 Bedroom in Prime Location!,-73.954275,40.652529,"$2,530 ",linden,11226,Apartment
ZERO DEPOSIT No Broker Fee FLEX 3 with the Walls w/ Ceiling! & 2 Month,-74.0135,40.7085,"$3,100 ",,10006,Apartment
OPEN HOUSE THURSDAY SEPT 24! NEW 2 Bedroom Apartments For Rent !!!!!,-73.862945,40.813103,"$1,975 ",420 St Lawrence Ave,10473,Apartment
"*BEAUTIFUL, SUNNY 1 CONV 2 BR, D/W, W/D, PETS OK!* off WEA/W low 100's",-73.967986,40.802239,"$1,950 ",off West End Ave,10025,Apartment
Huge 800sf one bedroom with laundry in prime Ditmas Park,-73.960575,40.642533,"$2,200 ",east 19,11226,Apartment
Luxury Penthouse 1 Bed with Private Terrace!,-73.943052,40.678555,"$2,200 ",herkimer,11216,Apartment
"BEAUTIFUL RENOVATED TRUE 4BR APT! DISHWASHER! MICROWAVE! TRAINS 1,A,C!",-73.933804,40.850063,"$2,400 ",west 182 st,10040,Apartment
2Bed/1.5Bath available [Great share - Big bedrooms - No Fee],-73.978129,40.728957,"$2,650 ",Avenue B,10009,Apartment
LUXURY HUGE BRAND NEW 3BR APT! W/D INSIDE! DISHWASHER! AMAZING DESIGN!,-73.937409,40.795992,"$2,295 ",EAST 115 ST,10035,Apartment
*900 ft Sun-Filled Spacious 2 Bedroom in the Heart of Williamsburg*,-73.957663,40.711406,"$3,450 ",160 HAVEMEYER STREET,11211,Apartment
"FLEX 2 Deposit Free Bed 1 Bath No Fee & 2 Month Free w/ Gym, Rooftop &",-74.00708,40.707333,"$2,900.00 ",,10005,Apartment
1 br in 3 br apt,-73.9644,40.679,$920 ,,11238,Apartment
2BR apartment within 1 Block from L train,-73.670223,40.744083,"$1,833 ",663 Central ave,11040,Apartment
"Bushwick🧡NO FEE BRAND NEW 2BR,2BA APT,LAUNDRY IN UNIT,L TRAIN,DAEL",-73.8961,40.7036,"$2,100 ",,11385,Apartment
NO FEE - Two Bedroom with Balcony,-73.9563,40.7095,"$2,800 ",,11211,Apartment
Sunny 2BR w/Dishwasher & Washer/Dryer by Columbia No Fee by Owner,-73.9683,40.7975,"$1,999 ",,10025,Apartment
"*BEAUTIFUL, SUNNY, HUGE STUDIO, BAY WINDOWS, VIEWS!* W low 100's/RSD",-73.969445,40.802076,"$1,635 ",off Riverside Drive,10025,Apartment
apartamento 2 y 3 cuartos,-73.994961,40.727913,"$2,200 ",73,10012,Apartment
FLEX 2 Deposit Free 1 Bed 1 Bath No Fee & 2 Month Free w/ Gym Rooftop,-74.00708,40.707333,"$2,850 ",,10005,Apartment
